player,player_id,ht_in_in,wt,birth_date,colleges,from_season,to_season,debut,hof,n_seasons,lg,teams,pos,career_g,career_gs,mp_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,e_fg_percent,ft_per_game,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game,career_mp,career_fg,career_fga,career_x3p,career_x3pa,career_x2p,career_x2pa,career_ft,career_fta,career_orb,career_drb,career_trb,career_ast,career_stl,career_blk,career_tov,career_pf,career_pts,career_trp_dbl,career_per,career_ts_percent,career_x3p_ar,career_f_tr,career_orb_percent,career_drb_percent,career_trb_percent,career_ast_percent,career_stl_percent,career_blk_percent,career_tov_percent,career_usg_percent,career_ows,career_dws,career_ws,career_ws_48,career_obpm,career_dbpm,career_bpm,career_vorp,career_fg_per_100_poss,career_fga_per_100_poss,career_x3p_per_100_poss,career_x3pa_per_100_poss,career_x2p_per_100_poss,career_x2pa_per_100_poss,career_ft_per_100_poss,career_fta_per_100_poss,career_orb_per_100_poss,career_drb_per_100_poss,career_trb_per_100_poss,career_ast_per_100_poss,career_stl_per_100_poss,career_blk_per_100_poss,career_tov_per_100_poss,career_pf_per_100_poss,career_pts_per_100_poss,career_o_rtg,career_d_rtg,career_pg_percent,career_sg_percent,career_sf_percent,career_pf_percent,career_c_percent,career_on_court_plus_minus_per_100_poss,career_net_plus_minus_per_100_poss,career_bad_pass_turnover,career_lost_ball_turnover,career_shooting_foul_committed,career_offensive_foul_committed,career_shooting_foul_drawn,career_offensive_foul_drawn,career_points_generated_by_assists,career_and1,career_fga_blocked,career_avg_dist_fga,career_percent_fga_from_x0_3_range,career_percent_fga_from_x3_10_range,career_percent_fga_from_x10_16_range,career_percent_fga_from_x16_3p_range,career_percent_fga_from_x3p_range,career_fg_percent_from_x0_3_range,career_fg_percent_from_x3_10_range,career_fg_percent_from_x10_16_range,career_fg_percent_from_x16_3p_range,career_percent_assisted_x2p_fg,career_percent_assisted_x3p_fg,career_percent_dunks_of_fga,career_num_of_dunks,career_percent_corner_3s_of_3pa,career_corner_3_point_percent,career_num_heaves_attempted,career_num_heaves_made,career_CHMP_count,career_FMVP_count,career_all_star_count,career_all_defense_share_mean,career_all_nba_share_mean,career_all_rookie_share_mean,career_all_defense_1st_count,career_all_defense_2nd_count,career_all_defense_ORV_count,career_all_nba_1T_count,career_all_nba_2T_count,career_all_nba_3T_count,career_all_nba_ORV_count,career_all_rookie_1st_count,career_all_rookie_2nd_count,career_all_rookie_ORV_count,career_mvp_winner_count,career_mvp_share_mean,career_roy_winner_count,career_roy_share_sum,career_smoy_winner_count,career_smoy_share_mean,career_mip_winner_count,career_mip_share_mean,career_dpoy_winner_count,career_dpoy_share_mean,career_clutch_poy_winner_count,career_clutch_poy_share_mean,from,to,experience,career_percent_fga_from_x2p_range
Bob Love,lovebo01,80,215.0,1942-12-08,Southern University and A&M College,1967,1976,1966-10-18T00:00:00Z,False,10,NBA,"CIN, MIL, CHI",PF,730,0.0,32.8027397260274,7.239726027397261,16.794520547945204,0.4310766721044046,0.0,0.0,,0.0,0.0,,0.4310766721044046,3.9616438356164383,4.926027397260274,0.8042269187986651,0.647945205479452,1.252054794520548,6.102739726027397,1.4726027397260273,0.2876712328767123,0.0684931506849315,0.0,2.7534246575342465,18.44109589041096,23946.0,5285,12260,0.0,0.0,0.0,0.0,2892,3596,473.0,914.0,4455.0,1075,210.0,50.0,0.0,2010.0,13462,0.0,15.15114006514658,0.4865598429800384,0.0,0.2980855675269356,3.2336767414887087,6.620993382001774,6.784736796082546,7.024743172137309,0.8812018356567668,0.19996588660708195,0.0,0.0,23.2,26.3,49.6,0.0991612377850163,-0.17235791451385626,-1.3276420854861437,-1.5331493658994833,1.0,10.037670267731327,24.321700328792858,0.0,0.0,0.0,0.0,5.255941756693283,6.483031939877877,2.5910756223579146,5.0593588539220296,7.650434476279944,2.088433536871771,1.1950446218882105,0.2773132926256459,0.0,3.7084781587599815,25.3257750117426,0.0,97.71254109910757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0.0625,0.094,0.0,0,3,,0,2,,,0,,0,0,0.0098,0,0.0,,,,,,,,,1967,1977,10,
Cazzie Russell,russeca01,77,218.0,1944-06-07,Michigan,1967,1976,1966-10-18T00:00:00Z,False,10,NBA,"NYK, GSW, LAL",SF,699,0.0,26.954220314735338,6.381974248927039,13.835479256080115,0.46127597973322304,0.0,0.0,,0.0,0.0,,0.46127597973322304,2.569384835479256,3.123032904148784,0.8227210261108566,0.32331902718168815,0.6080114449213162,3.8497854077253217,2.2417739628040056,0.1917024320457797,0.031473533619456366,0.0,2.0987124463519313,15.333333333333334,18841.0,4461,9671,0.0,0.0,0.0,0.0,1796,2183,226.0,425.0,2691.0,1567,134.0,22.0,0.0,1467.0,10718,0.0,16.06099994692426,0.5035687065442386,0.0,0.22753399501088048,2.073708077468115,3.742456306093528,4.37103528725576,12.20900164534791,0.7624105167252376,0.09827113840340103,0.0,0.0,27.3,16.5,43.8,0.11203115545883977,1.3079177769318615,-1.734507042253521,-0.4755805100875523,2.0,11.565740388275598,24.58894175866007,0.0,0.0,0.0,0.0,3.7405595736581656,4.307613247049866,1.9099923867529498,3.5799200609059767,5.469832508564903,3.58111914731633,1.1148838979824895,0.19798248953178527,0.0,3.119280548153787,26.90296916634945,0.0,102.40159878188047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0.0,0.0,0.06999999999999999,0,0,,0,0,,,1,,1,0,0.0006000000000000001,0,0.0,,,,,,,,,1967,1978,10,
Jack Marin,marinja01,79,200.0,1944-10-12,Duke,1967,1976,1966-10-19T00:00:00Z,False,10,NBA,"BAL, HOU, BUF, CHI",SF,795,0.0,29.837735849056603,6.164779874213837,13.246540880503145,0.46538790238343936,0.0,0.0,,0.0,0.0,,0.46538790238343936,2.9861635220125784,3.5383647798742137,0.8439388553146108,0.2918238993710692,0.7685534591194969,5.426415094339623,2.2025157232704404,0.17861635220125785,0.06666666666666667,0.0,2.9320754716981132,15.315723270440252,23721.0,4901,10531,0.0,0.0,0.0,0.0,2374,2813,232.0,611.0,4314.0,1751,142.0,53.0,0.0,2331.0,12176,0.0,15.323911302221658,0.5169073394882172,0.0,0.2671024408751739,2.025475220638153,5.2702393075356415,5.073019912492187,10.287466801568232,0.7250536298972565,0.22733367277664626,0.0,0.0,36.099999999999994,21.699999999999996,58.0,0.11734391467476075,-0.6598835217540253,-0.9692017814319974,-1.6290853031860226,0.6000000000000001,8.370914696813978,18.34393627954779,0.0,0.0,0.0,0.0,3.938951695786228,4.6021754025351145,1.8228331620417952,4.739414182939363,6.525471051730046,3.4562350119904077,1.1,0.39157245632065774,0.0,4.760500171291539,20.71130524152107,0.0,100.91572456320658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0.0,0.0,0.06999999999999999,0,0,,0,0,,,1,,1,0,0.0,0,0.0,,,,,,,,,1967,1977,10,
Jim Barnett,barneji02,76,170.0,1944-07-07,Oregon,1967,1976,1966-10-21T00:00:00Z,False,10,NBA,"BOS, SDR, POR, GSW, NOJ, NYK",SG,716,0.0,23.993016759776538,4.606145251396648,10.583798882681565,0.43520717867511216,0.0,0.0,,0.0,0.0,,0.43520717867511216,2.61731843575419,3.275139664804469,0.7991471215351812,0.2569832402234637,0.4259776536312849,3.1354748603351954,3.085195530726257,0.17737430167597765,0.04189944134078212,0.0,2.1578212290502794,11.829608938547485,17179.0,3298,7578,0.0,0.0,0.0,0.0,1874,2345,184.0,305.0,2245.0,2209,127.0,30.0,0.0,1545.0,8470,2.0,14.731579253740032,0.49252954188253095,0.0,0.3090647884044473,2.015012351223894,3.385425555805075,3.759329602286259,17.661435473543282,0.8638980017894423,0.1796429373456097,0.0,0.0,16.1,17.099999999999998,33.1,0.09254642295826301,0.055511022044088226,-0.985237140948564,-0.8921175684702739,1.3,7.960253841015364,17.709619238476954,0.0,0.0,0.0,0.0,4.696325985303941,5.756780227120908,1.8479625918503675,3.0267201068804277,4.874682698730794,4.722311289245157,1.2899799599198398,0.2938543754175017,0.0,3.9019372077488317,20.614896459585843,0.0,101.85237140948564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0,0,0.0,,,,,,,,,1967,1977,10,
Clyde Lee,leecl01,82,205.0,1944-03-14,Vanderbilt,1967,1976,1966-10-21T00:00:00Z,False,10,NBA,"SFW, GSW, ATL, PHI",C/PF,742,35.0,26.799191374663074,3.0404312668463613,7.039083557951482,0.4319356691556577,0.0,0.0,,0.0,0.0,,0.4319356691556577,1.6455525606469004,2.6792452830188678,0.614185110663984,0.862533692722372,1.5741239892183287,10.277628032345014,1.0619946091644206,0.1078167115902965,0.0862533692722372,0.0,2.9690026954177897,7.726415094339623,19885.0,2256,5223,0.0,0.0,0.0,0.0,1221,1988,640.0,1168.0,7626.0,788,80.0,64.0,0.0,2203.0,5733,0.0,11.928906210711592,0.4720373648478753,0.0,0.38335262760875033,6.502906195056365,11.7819216051298,10.258203669921665,5.078516469700779,0.5171837026447462,0.33347812596959353,0.0,0.0,4.8999999999999995,28.6,33.5,0.08089077193864723,-1.7402427976082626,-0.5742525819894908,-2.258996194962856,-0.3,3.513988041311831,8.15722051096213,0.0,0.0,0.0,0.0,1.9997463308570393,3.1037506794709184,5.229498097481428,9.531781119768075,14.780032614604094,1.914749048740714,0.6554991846348976,0.5327414386664251,0.0,5.350226490306215,9.016724044210907,0.0,98.44500815365102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0.0,0.0,0.04,0,0,,0,0,,,0,,1,0,0.0001,0,0.0,,,,,,,,,1967,1976,10,
John Block,blockjo01,81,207.0,1944-04-16,USC,1967,1976,1966-10-28T00:00:00Z,False,10,NBA,"LAL, SDR, MIL, PHI, KCO, NOJ, CHI",PF,597,48.0,23.979899497487438,4.341708542713568,10.028475711892797,0.432938032403541,0.0,0.0,,0.0,0.0,,0.432938032403541,3.219430485762144,4.1373534338358455,0.7781376518218623,0.3316582914572864,0.711892797319933,6.641541038525963,1.3484087102177555,0.18592964824120603,0.11222780569514237,0.0,2.90284757118928,11.90284757118928,14316.0,2592,5987,0.0,0.0,0.0,0.0,1922,2470,198.0,425.0,3965.0,805,111.0,67.0,0.0,1733.0,7106,0.0,15.348854428611343,0.5024650041911148,0.0,0.4133623917295334,3.297630407124682,7.076049618320611,6.888350471897451,7.7098840458228555,1.0580184718723762,0.5663326972010178,0.0,0.0,15.3,17.200000000000003,32.8,0.10971004470522491,-0.8875137715754683,0.05354388542049214,-0.8342269555637165,0.8,7.396547925082631,16.646309217774515,0.0,0.0,0.0,0.0,4.740947484392215,5.946015424164524,3.3604847594564813,7.204480352552333,10.564965112008814,2.4627983841351453,1.851046639735586,1.1390745501285346,0.0,5.958244583180316,19.534043334557474,0.0,96.54755784061696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0,0,0.0,,,,,,,,,1967,1976,10,
Byron Beck,beckby01,81,225.0,1945-01-25,"Columbia Basin College, Denver",1968,1977,1967-10-15T00:00:00Z,False,10,"ABA,NBA","DNR, DNA, DEN",C,747,0.0,25.698795180722893,4.927710843373494,9.765729585006694,0.504592186429061,0.01740294511378849,0.058902275769745646,0.29545454545454547,4.767068273092369,9.377510040160642,0.5083511777301927,0.5054832076764908,1.643908969210174,2.0281124497991967,0.8105610561056106,2.1887550200803214,4.105756358768407,7.042838018741633,1.3092369477911647,0.29451137884872824,0.07362784471218206,1.248995983935743,3.034805890227577,11.51673360107095,19197.0,3681,7295,13.0,44.0,3561.0,7005.0,1228,1515,1635.0,3067.0,5261.0,978,220.0,55.0,933.0,2267.0,8603,0.0,16.359019638485183,0.5404551752878054,0.006088920143772465,0.20953320831379904,8.343207773993187,14.279783610498896,12.795817054748136,7.031072563421368,1.1891868723977468,0.28185734321779204,10.572495702453509,16.808662811897694,31.4,23.5,55.099999999999994,0.1373380736573423,0.23958724202626647,-0.6495991813064984,-0.45195292512365687,2.3,9.53774518164762,18.759287054409008,0.027050997782705102,0.0811529933481153,8.724748422309398,16.86882142247996,2.530581613508443,3.0511853999658873,3.497816817329012,5.715725737676958,9.21354255500597,2.5250213201432716,1.263499914719427,0.303974074705782,1.9405082722155893,5.743561316732048,21.641309909602594,104.12587412587412,104.5087838990278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0,0,0.0,,,,,,,,,1968,1977,10,
Jim Fox,foxji01,82,230.0,1943-04-07,South Carolina,1968,1977,1967-10-17T00:00:00Z,False,10,NBA,"CIN, DET, PHO, CHI, CIN, SEA, MIL, NYN",C,743,0.0,23.27590847913863,3.5141318977119784,7.337819650067295,0.4789068231841526,0.0,0.0,,0.0,0.0,,0.4789068231841526,2.3189771197846567,3.0134589502018843,0.7695399732023225,0.7456258411843876,1.6352624495289367,7.43606998654105,1.6164199192462987,0.2032301480484522,0.1063257065948856,0.0,2.7227456258411844,9.347240915208614,17294.0,2611,5452,0.0,0.0,0.0,0.0,1723,2239,554.0,1215.0,5525.0,1201,151.0,79.0,0.0,2023.0,6945,2.0,15.194512547704408,0.5406437492772059,0.0,0.4129352376546779,5.091791114868038,11.757283741899126,11.073395397247598,9.473539956054124,0.7952403448683123,0.39416737109044797,0.0,0.0,27.6,14.000000000000002,41.800000000000004,0.11612212327975022,0.014034505640345116,-0.1425016589250166,-0.1284671532846716,2.7,6.435716655607167,13.559140676841407,0.0,0.0,0.0,0.0,4.230656934306569,5.222893165228931,4.135484406104844,9.083128732581287,13.218613138686129,3.339051094890511,1.1170039814200399,0.5768745852687459,0.0,5.238453881884539,17.13823822163238,0.0,98.05258792302588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0,0,0.0,,,,,,,,,1968,1977,10,
Phil Jackson,jacksph01,80,220.0,1945-09-17,University of North Dakota,1968,1978,1967-10-17T00:00:00Z,True,10,NBA,NYK,PF,732,0.0,17.67349726775956,2.599726775956284,5.784153005464481,0.449456778460085,0.0,0.0,,0.0,0.0,,0.449456778460085,1.616120218579235,2.2117486338797816,0.730697961704756,0.6065573770491803,1.7978142076502732,4.442622950819672,1.0942622950819672,0.3155737704918033,0.23633879781420766,0.06420765027322405,2.9549180327868854,6.815573770491803,12937.0,1903,4234,0.0,0.0,0.0,0.0,1183,1619,444.0,1316.0,3252.0,801,231.0,173.0,47.0,2163.0,4989,0.0,12.670309963670094,0.5063888845945738,0.0,0.3834565973564195,4.5569711301606075,13.592432751995272,10.495145706114247,8.296166035402333,1.2002478593961243,0.9034584688146614,1.273927494782407,0.5459689263353174,9.399999999999999,17.5,26.7,0.09974437659426451,-1.6365628758519313,0.7898703728451156,-0.8466925030068153,2.1,6.324976613657625,13.547708138447147,0.0,0.0,0.0,0.0,3.6094079914472803,4.790966190030737,2.7179874381932376,8.06557530402245,10.792302552452227,3.102873179206201,1.4236803421087798,1.0618067619938527,0.2709341173326206,7.181518107710811,16.250621408525994,8.477615929440065,96.91915007349994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.0,0.0,0.06670000000000001,0,0,,0,0,,,1,,1,0,0.0,0,0.0,,,,,,,,,1968,1980,10,
Earl Monroe,monroea01,75,185.0,1944-11-21,Winston-Salem State,1968,1977,1967-10-18T00:00:00Z,True,10,NBA,"BAL, NYK",SG,735,0.0,34.34149659863946,7.9727891156462585,17.31156462585034,0.46054699779943414,0.0,0.0,,0.0,0.0,,0.46054699779943414,4.374149659863946,5.447619047619048,0.8029470529470529,0.23265306122448978,1.051700680272109,3.4068027210884355,4.050340136054421,0.46802721088435373,0.12653061224489795,0.0,2.8,20.31972789115646,25241.0,5860,12724,0.0,0.0,0.0,0.0,3215,4004,171.0,773.0,2504.0,2977,344.0,93.0,0.0,2058.0,14935,0.0,17.38377243373876,0.5167599936611069,0.0,0.3112325581395348,1.326447963800905,6.0948642533936646,3.001144962560913,17.139835981141793,1.3253040342195754,0.37564102564102564,0.0,0.0,43.0,25.1,68.2,0.12944530723822353,1.678551240448027,-0.24793258662200357,1.4306186538260233,8.3,10.353407306605254,21.65294671830838,0.0,0.0,0.0,0.0,4.672155343871035,5.7076415785617085,0.8419554066785303,3.7232911127394535,4.537443734952371,5.040814403852194,1.65409818905056,0.46695278969957094,0.0,3.362493457552601,25.44872814822569,0.0,100.76154087721135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0.0,0.08349999999999999,0.1,0,0,,1,1,,,1,,1,0,0.0018000000000000002,1,0.987,,,,,,,,,1968,1980,10,
Jimmy Jones,jonesji01,76,188.0,1945-01-01,Grambling State University,1968,1977,1967-10-19T00:00:00Z,False,10,"ABA,NBA","NOB, MMP, UTS, WSB",PG,686,0.0,34.20262390670554,6.332361516034985,12.434402332361516,0.50926143024619,0.014577259475218658,0.05830903790087463,0.25,5.790087463556851,11.330903790087463,0.5109996140486299,0.5098475967174677,3.889212827988338,4.9533527696793005,0.785167745732784,0.9956268221574344,2.629737609329446,4.271137026239067,4.473760932944606,0.38629737609329445,0.06851311953352769,2.5991253644314867,2.9081632653061225,16.568513119533527,23463.0,4344,8530,10.0,40.0,3972.0,7773.0,2668,3398,683.0,1804.0,2930.0,3069,265.0,47.0,1783.0,1995.0,11366,0.0,17.024557814431233,0.5660787196863146,0.004536461663043942,0.3933060563440311,2.977084238894202,8.272763626879943,5.7926266888292215,18.607249712313003,1.4614418604651163,0.23414761366600015,14.60627370753953,17.912087115884585,53.099999999999994,25.5,78.80000000000001,0.16128491667732175,0.3056675938803892,0.6949582753824757,0.9462273991655076,4.3,7.818167593880389,14.637882475660641,0.0,0.0,4.94749652294854,8.96046592489569,3.327712100139082,4.092993741307372,1.4159770514603616,3.802520862308762,5.188282336578581,5.863960361613352,2.185048678720445,0.3885257301808067,2.0339707927677333,4.300330319888734,18.904589707927677,61.56884561891516,101.60448539638386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0.0,0.0,0.0,0,0,,3,3,,,1,,1,0,0.0608,0,0.0,,,,,,,,,1968,1977,10,
Louie Dampier,dampilo01,72,170.0,1944-11-20,Kentucky,1968,1977,1967-10-20T00:00:00Z,True,10,"ABA,NBA","KEN, SAS",PG,808,0.0,36.39108910891089,6.83539603960396,15.537128712871286,0.4399394615262068,0.9826732673267327,2.743811881188119,0.3581416328371673,5.564356435643564,12.165841584158416,0.45737538148524925,0.47156284849450375,2.99009900990099,3.632425742574257,0.823168654173765,0.5878712871287128,1.9183168316831682,2.9183168316831685,5.294554455445544,0.47277227722772275,0.17574257425742573,2.2957920792079207,2.136138613861386,17.643564356435643,29404.0,5523,12554,794.0,2217.0,4496.0,9830.0,2416,2935,475.0,1550.0,2358.0,4278,382.0,142.0,1855.0,1726.0,14256,0.0,15.531723575023806,0.5162022513943682,0.1666043735546184,0.23310678819208272,1.4365955388986278,4.966620322795141,3.661913345123113,20.242028295470007,1.3249906219521344,0.45786737592939614,11.638933478438307,19.397925452319413,38.9,29.599999999999998,68.39999999999999,0.11195218337641137,1.1724101068999029,-0.21052478134110789,0.9339067055393584,7.7,8.409931972789115,17.560116618075803,0.5343537414965986,1.405189504373178,6.935519922254616,14.09952380952381,2.634868804664723,3.180806608357629,0.6565694849368319,2.2429154518950436,2.8725461613216714,7.221729834791058,1.273304178814383,0.593955296404276,2.3619825072886296,2.3444703595724,19.988474246841594,92.78357628765792,105.01885325558796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,0.0,0.0,0.0,0,0,,0,4,,,1,,1,0,0.031000000000000007,0,0.0,,,,,,,,,1968,1979,10,
Walt Frazier,fraziwa01,76,200.0,1945-03-29,Southern Illinois,1968,1977,1967-10-28T00:00:00Z,True,10,NBA,NYK,PG,759,0.0,38.201581027667984,7.557312252964427,15.374176548089592,0.4915588310909247,0.0,0.0,,0.0,0.0,,0.4915588310909247,4.1436100131752305,5.292490118577075,0.7829225790390839,0.4492753623188406,1.7826086956521738,6.057971014492754,6.312252964426878,0.7760210803689065,0.061923583662714096,0.0,2.6772068511198945,19.258234519104086,28995.0,5736,11669,0.0,0.0,0.0,0.0,3145,4017,341.0,1353.0,4598.0,4791,589.0,47.0,0.0,2032.0,14617,23.0,19.295433695464734,0.5437913433350577,0.0,0.3485637178823935,1.9833992094861657,7.886789511774202,5.754912916020003,23.3287497844456,1.8251802925119633,0.1297778767466459,0.0,0.0,66.3,42.6,108.89999999999999,0.1800398689429212,1.9236015785861358,0.7665150995195609,2.6889670555936855,13.900000000000002,9.26752745367193,19.23213795470144,0.0,0.0,0.0,0.0,4.213589567604667,5.183828071379547,1.363984214138641,5.337568634179822,6.677350720658889,7.041352093342485,2.3232841455044615,0.17694749485243652,0.0,3.0382892930679475,22.713340768702814,0.0,97.47940974605353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,0.6044444444444443,0.4271,0.0917,7,7,,4,6,,,1,,1,0,0.017,0,0.0,,,,,,,,,1968,1980,10,
Bill Bradley,bradlbi01,77,205.0,1943-07-28,Princeton,1968,1977,1967-12-09T00:00:00Z,True,10,NBA,NYK,SF,742,82.0,30.72641509433962,5.2924528301886795,11.809973045822103,0.44813420061622733,0.0,0.0,,0.0,0.0,,0.44813420061622733,1.8369272237196765,2.18733153638814,0.8398028342575478,0.2668463611859838,0.866576819407008,3.1725067385444743,3.4137466307277626,0.2816711590296496,0.0876010781671159,0.0,3.184636118598383,12.421832884097036,22799.0,3927,8763,0.0,0.0,0.0,0.0,1363,1623,198.0,643.0,2354.0,2533,209.0,65.0,0.0,2363.0,9217,0.0,12.19138558708715,0.4858204307206456,0.0,0.18425632703188738,1.3649067090115126,4.456219399232499,3.6345760778981537,15.225834466423969,0.7859575158099562,0.22864231838030968,0.0,0.0,15.4,23.299999999999997,38.8,0.08163051011009255,-1.6829048843187664,-0.5388174807197944,-2.2217223650385605,-0.5,7.288903170522707,16.444965724078838,0.0,0.0,0.0,0.0,2.2429627249357327,2.60294558697515,0.9938196229648673,3.181148243359041,4.174967866323907,4.252892030848329,1.0383461868037704,0.3,0.0,4.64882176520994,16.85062125107112,0.0,101.20608397600685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0001,0,0.013,,,,,,,,,1968,1977,10,
Tom Boerwinkle,boerwto01,84,265.0,1945-08-23,Tennessee,1969,1978,1968-10-15T00:00:00Z,False,10,NBA,CHI,C,635,0.0,22.656692913385825,2.9338582677165355,6.470866141732284,0.45339498661474814,0.0,0.0,,0.0,0.0,,0.45339498661474814,1.3700787401574803,2.0283464566929132,0.6754658385093167,0.8440944881889764,1.921259842519685,9.047244094488189,3.1606299212598423,0.1732283464566929,0.2173228346456693,0.04094488188976378,2.851968503937008,7.2377952755905515,14387.0,1863,4109,0.0,0.0,0.0,0.0,870,1288,536.0,1220.0,5745.0,2007,110.0,138.0,26.0,1811.0,4596,5.0,16.309028984499896,0.4950697852227705,0.0,0.3224720928616112,7.3020910209102095,17.772311056443897,13.157232223535136,19.39667755612706,0.9907648725212463,1.0534645346453464,0.501744630569264,0.22878292903315492,9.200000000000001,28.900000000000002,38.2,0.1268175436157642,0.7793319007618675,2.022856026567689,2.779234225434655,6.3,5.700800937683141,11.571263918734129,0.0,0.0,0.0,0.0,2.590173862082438,3.779077944911116,5.003477241648759,11.384782184020317,16.348310216839227,8.204160968939245,1.0248290681773782,1.280797030670053,0.2394608321937879,6.444266458292635,13.99177573744872,4.0797030670052745,94.49619066223872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0,0,0.0,,,,,,,,,1969,1978,10,
Zaid Abdul-Aziz,abdulza01,81,235.0,1946-04-07,Iowa State,1969,1978,1968-10-16T00:00:00Z,False,10,NBA,"CIN, MIL, SEA, HOU, SEA, BUF, BOS, HOU",C,505,0.0,21.827722772277227,3.502970297029703,8.194059405940594,0.42750120831319477,0.0,0.0,,0.0,0.0,,0.42750120831319477,2.017821782178218,2.772277227722772,0.7278571428571429,0.996039603960396,2.225742574257426,8.049504950495049,1.19009900990099,0.2594059405940594,0.40594059405940597,0.027722772277227723,2.217821782178218,9.023762376237624,11023.0,1769,4138,0.0,0.0,0.0,0.0,1019,1400,503.0,1124.0,4065.0,601,131.0,205.0,14.0,1120.0,4557,0.0,15.09098249115486,0.48135816021046907,0.0,0.33932187244851675,7.568290300069784,16.869993021632936,14.023750340197767,7.336142610904472,1.1260909935004642,1.5526866713189111,0.23793885512111043,0.30244035199129093,5.8999999999999995,11.6,17.600000000000005,0.07638664610360157,0.5300111482720178,-0.18840579710144928,0.37828316610925306,2.7,6.6917948717948725,15.110301003344482,0.0,0.0,0.0,0.0,4.236989966555184,5.47221850613155,5.156031215161649,11.416722408026754,16.572753623188408,2.9069119286510596,1.3520624303233,2.0898104793756964,0.1479598662207358,4.4283166109253065,17.591772575250836,3.276254180602007,96.36254180602006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0,0,,0,0,,,0,,0,0,0.0,0,0.0,,,,,,,,,1969,1978,10,
Wes Unseld,unselwe01,79,245.0,1946-03-14,Louisville,1969,1978,1968-10-16T00:00:00Z,True,10,NBA,"BAL, CAP, WSB",C,762,82.0,37.297900262467195,4.55511811023622,9.081364829396325,0.5015895953757226,0.0,0.0,,0.0,0.0,,0.5015895953757226,2.0183727034120733,3.20997375328084,0.6287816843826656,1.6666666666666667,4.188976377952756,14.661417322834646,3.8989501312335957,0.5774278215223098,0.30577427821522307,0.22703412073490814,2.8057742782152233,11.128608923884514,28421.0,3471,6920,0.0,0.0,0.0,0.0,1538,2446,1270.0,3192.0,11172.0,2971,440.0,233.0,173.0,2138.0,8480,5.0,16.074230322648745,0.5297965236972662,0.0,0.3448138348404349,6.678325480246466,16.495158701392842,14.134038211181872,13.235435065620491,1.2297546772394994,0.63460363485735,2.1768973646247494,0.976812920023926,34.3,53.2,87.6,0.14767949755462512,0.988067703147737,1.9613310867733782,2.929149115417018,16.3,4.390518495825994,8.599027341655816,0.0,0.0,0.0,0.0,1.641135023359118,2.68064639656889,4.407735314390748,11.047154782875085,15.454415256184424,5.395006509918052,1.5203109443210538,0.8142911848050854,0.5872405606188251,3.428015623803324,10.391253733629469,21.464654974343265,93.57409818488168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0.0,0.0475,0.1,0,0,,1,1,,,1,,1,1,0.0655,1,0.679,,,,,,,,,1969,1981,10,
